,standar,,term_localName,label,definition,usage,notes,type,controlled_value_string,tdwgutility_organizedInClass,equivalentXPath,SKOS_inSchema,tdwgutility_repeatable,Nuestras notas,examples,database,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,
1064,plic: terms,0,locality,Locality,"The specific description of the place. Less specific geographic information can be provided in other geographic terms (higherGeography, continent, country, stateProvince, county, municipality, waterBody, island, islandGroup). This term may contain information modified from the original to correct perceived errors or standardize the description. ",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property  ,,HabitatAndDistribution,,,,Filtrado: Agregado hace parte de Dispersal. Tomado de dwc,,plic,plic,http://rs.tdwg.org/plic/terms/,
1065,plic: terms,33,endemicAtomized,Atomized Endemic,List of areas structured and categorized by territories in which the endemic species appears (EndemicTo) in relation to a wider area (EndemicIn) given as geographical context.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,HabitatAndDistribution,/Dataset/TaxonRecord/HabitatAndDistribution/Endemic/EndemicAtomized,,,"Filtrado. Incluye un elemento de Plinian y lo que se mantiene es el elemento de Plinian (i.e., EndemicTo y EndemicIn). 17.11.22",,plic,plic,http://rs.tdwg.org/plic/terms/,
1071,plic: terms,32,Endemic,Endemic,Ecological importance of the taxon. (Placeholder).,,,http://www.w3.org/2000/01/rdf-schema#Class,,HabitatAndDistribution,/Dataset/TaxonRecord/HabitatAndDistribution/Endemic,,,Filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
1072,plic: terms,47,Habitats,Habitats,"General description of the sites where the species is found (ecosystem, environment or microhabitat).",,,http://www.w3.org/2000/01/rdf-schema#Class,,HabitatAndDistribution,/Dataset/TaxonRecord/HabitatAndDistribution/Habitats,,,Filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
1073,plic: terms,27,Distribution,Distribution,Species geographical distribution.  ,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,HabitatAndDistribution,/Dataset/Metadata/dataset/distribution|/Dataset/TaxonRecord/HabitatAndDistribution/Distribution|/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/distribution,,,Filtrado. ,,plic,plic,http://rs.tdwg.org/plic/terms/,
1075,plic: terms,50,interactionAtomized,Atomized Interaction,interaction element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Interactions,/Dataset/TaxonRecord/NaturalHistory/Interactions/InteractionAtomized,,,"Filtrado. Incluye un elemento de Plinian y lo que se mantiene es el elemento de Plinian (i.e., SpeciesInteractionType). 17.11.22",,plic,plic,http://rs.tdwg.org/plic/terms/,
78,plic: terms,55,invasivenessAtomized,Atomized Invasiveness,invasiveness element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized,,,"Filtrado. Incluye elementos de Plinian y lo que se mantiene es el elemento de Plinian (i.e., Route, vector, WhatImpact, etc). 17.11.22",,plic,plic,http://rs.tdwg.org/plic/terms/,
1080,plic: terms,0,origin,Origin,"Controlled vocabulary: Indigenous, Exotic, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/origin,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1081,plic: terms,0,presence,Presence ,"Controlled vocabulary: Absent, SometimesPresent, Present, Unknown, Reported.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/presence,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1082,plic: terms,0,persistence,Persistence,"Controlled vocabulary: Persistent, Temporary, Transient, DiedOut, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/persistence,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1083,plic: terms,0,distribution,Distribution,"Controlled vocabulary: Widespread, Moderate, Localized, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/Metadata/dataset/distribution|/Dataset/TaxonRecord/HabitatAndDistribution/Distribution|/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/distribution,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1084,plic: terms,0,harmful,Harmful,"Controlled vocabulary: Yes, No, Potentially, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/harmful,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1085,plic: terms,0,countryCode,Country Code,The standard code for the country in which the Location occurs. Recommended best practice is to use ISO 3166-1-alpha-2 country codes.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/countryCode,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1086,plic: terms,0,stateProvince,State Province,"The name of the next smaller administrative region than country (state,  province, canton, department, region, etc.) in which the Location  occurs.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/stateProvince,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1087,plic: terms,0,county,County,"The full, unabbreviated name of the next smaller administrative region  than stateProvince (county, shire, department, etc.) in which the  Location occurs.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/county,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1088,plic: terms,0,localityName,Locality Name,Protocol Specification on Locations.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/localityName,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1089,plic: terms,0,abundance,Abundance,"Controlled vocabulary: Dominant, Common, Rare, Zero, Unknown, Monoculture.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/abundance,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1090,plic: terms,0,trend,Trend,"Controlled vocabulary: Stable, Declining, Unknown, Expanding.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/trend,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1091,plic: terms,0,rateOfSpread,Rate of Spread,"Controlled vocabulary: Rapid, Moderate, Slow, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/rateOfSpread,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1092,plic: terms,0,regulatoryListing,Regulatory Listing,"Controlled vocabulary: Prohibited, Restricted, NotConsidered, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/regulatoryListing,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
1093,plic: terms,0,localityType,Locality Type,Term borrowed from GISIN. An indication of the scope of the place referred under LocalityName. ,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/localityType,,,Filtrado: Agregado hace parte de Invasivness. Tomado de gisin,,plic,plic,http://rs.tdwg.org/plic/terms/,
104,plic: terms,72,Metadata,Metadata,Management: actions aimed at conserving or recovering species / Conservation: undertaken interventions designed to preserve species.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,/Dataset/Metadata,,,Filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
1105,plic: terms,99,TaxonRecord,Taxon Record,"Container for all elements pertaining a certain view or instance of a taxon, for instance, Festuca glauca Vill. as in Flora iberica, or Panthera onca as in https://enciclovida.mx/especies/34460-panthera-onca.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,/Dataset/TaxonRecord,,,Filtrado. MM. TaxonRecord es un nivel intermedio.,,plic,plic,http://rs.tdwg.org/plic/terms/,
1110,plic: terms,74,MigratoryAtomized,atomized migratory,"The regular, usually seasonal, movement of all or part of an animal population to and from a given area, which can occur in variable periods of time and even involve more than one generation broken down in specific elements. ",,,http://www.w3.org/2000/01/rdf-schema#Class,,Migratory,/Dataset/TaxonRecord/NaturalHistory/Migratory/MigratoryAtomized,,,"Filtrado, CP es un intermedio. Revisado 17.11.22",,plic,plic,http://rs.tdwg.org/plic/terms/,
119,plic: terms,4,AnnualCycles,Annual Cycles,"Set of changes or events that recurrently take place at the same time of year and are influenced by seasonal and interannual climate variations. Also called phenology, mainly in plants. In the case of migration, it only makes reference to the timing; other data about this are gathered in MigratoryClass.",,"For example: reproduction, flowering, fruiting, emergence of insects, etc. ",http://www.w3.org/2000/01/rdf-schema#Class,,AnnualCycles,/Dataset/TaxonRecord/NaturalHistory/AnnualCycles,,,Filtrado porque se ha dejado AnnualCycleUnstructured,,plic,plic,http://rs.tdwg.org/plic/terms/,
120,plic: terms,11,Behavior,Behavior,"Responses, reactions or movements made by an organism in a particular situation.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Behavior,/Dataset/TaxonRecord/NaturalHistory/Behavior,,,Filtrado incluye Behavior atomized y Behavior unstructured (13.12.22). MM parte de investigación de William.,,plic,plic,http://rs.tdwg.org/plic/terms/,
1123,plic: terms,24,Dispersal,Dispersal,"The permanent spreading of individuals away from each other not including return. Dispersal determines the range over which genetic mixing occurs, and thus, the degree of homogeneity and inbreeding in a population.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Dispersal,/Dataset/TaxonRecord/NaturalHistory/Dispersal,,,Filtrado: MM debe ser filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
1124,plic: terms,52,Interactions,Interactions,Mutual or reciprocal actions or influences. Relations with products grown and stored by man (plagues) are also included.,,"For example, predation, parasitism, mutualism, etc.",http://www.w3.org/2000/01/rdf-schema#Class,,Interactions,/Dataset/TaxonRecord/NaturalHistory/Interactions,,,Filtrado: MM debe ser filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
125,plic: terms,60,LifeCycle,Life Cycle,Life history of a living organism: The course of developmental changes in an organism from fertilized zygote to maturity or stages through which an organism passes.,,,http://www.w3.org/2000/01/rdf-schema#Class,,LifeCycle,/Dataset/TaxonRecord/NaturalHistory/LifeCycle,,,Filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
126,plic: terms,61,LifeForm,Life Form,"General appearance. Characteristic mode of growth or occurrence associated to its environment, particularly for plants. Comprising its size, shape, texture and orientation.",,"Example: tree, shrubs, herbs.",http://www.w3.org/2000/01/rdf-schema#Class,,LifeForm,/Dataset/TaxonRecord/NaturalHistory/LifeForm,,,"Filtrado (se elimina porque se mantienen las hojas, como por ej. LifeFormAtomized y LifeFormUnstructred) MM depende de la investigación de William.",,plic,plic,http://rs.tdwg.org/plic/terms/,
1127,plic: terms,73,Migratory,migratory,"The regular, usually seasonal, movement of all or part of an animal population of and from a given area, which can occur in variable periods of time and even involve more than one generation.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Migratory,/Dataset/TaxonRecord/NaturalHistory/Migratory,,,Filtrado: MM debe ser filtrado.,,plic,plic,http://rs.tdwg.org/plic/terms/,
1128,plic: terms,76,miscDetails,Miscellaneous Details,Miscellaneus: notes attached to the taxon natural history information.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NaturalHistory,/Dataset/TaxonRecord/NaturalHistory/MiscDetails|/Dataset/TaxonRecord/NomenclatureAndClassification/MiscDetails,,,Filtrado. MM no debe estar filtrado y cambia de nombre a natualHistoryMiscDetails?,,plic,plic,http://rs.tdwg.org/plic/terms/,"PREGUNTAR PACO, VER COMENTARIOS"
129,plic: terms,77,MolecularData,molecular data,"Information on the chemical structures and biological processes at the molecular level: DNA and proteins sequences, protein structures, expression profiles of genes protein domains, families of genes, mutations, polymorphisms, involvement in disease, ...",,"Undeveloped. Placeholder for connecting with standards developed by specialists. For example, Standards for Data Exchange and Management from Scalalife (http://www.scalalife.eu/content/data)",http://www.w3.org/2000/01/rdf-schema#Class,,MolecularData,/Dataset/TaxonRecord/NaturalHistory/MolecularData,,,"Filtrado: tiene hojas dentro, 13.12.22. MM depende de la investigación de William.",,plic,plic,http://rs.tdwg.org/plic/terms/,
132,plic: terms,91,Reproduction,reproduction,All data related to the production of offspring.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Reproduction,/Dataset/TaxonRecord/NaturalHistory/Reproduction,,,"Filtrado porque se matienen las hojas ReproductionAtomized y ReproductionUnstructured. Está como property pero deberia ser class, Son la clase no un elemento, deberiamos mantenerlo o lo reemplaza la descripción general de la categoría? si semantiene deberia terminar en type. MM hay que verlo en el xsd.",,plic,plic,http://rs.tdwg.org/plic/terms/,
133,plic: terms,29,EcologicalSignificance,Ecological Significance,Ecological importance of the taxon. (Placeholder).,,,http://www.w3.org/2000/01/rdf-schema#Class,,EcologicalSignificance,/Dataset/TaxonRecord/NaturalHistory/EcologicalSignificance,,,"Filtrado. Son la clase no un elemento, deberiamos mantenerlo o lo reemplaza la descripción general de la categoría? si semantiene deberia terminar en type. MM. Este se elimina.",,plic,plic,http://rs.tdwg.org/plic/terms/,PREGUNTAR A PACO VER COMENTARIOS
134,plic: terms,34,EnvironmentalEnvelope,Environmental Envelope,"Set of environmental conditions within which it is believed that the species can persist; that is, where its environmental requirements can be satisfied.",,,http://www.w3.org/2000/01/rdf-schema#Class,,EnvironmentalEnvelope,/Dataset/TaxonRecord/NaturalHistory/EnvironmentalEnvelope,,,"Filtrado??Son la clase no un elemento, deberiamos mantenerlo o lo reemplaza la descripción general de la categoría? si semantiene deberia terminar en type. MM revisar",,plic,plic,http://rs.tdwg.org/plic/terms/,
135,plic: terms,38,Feeding,Feeding,Information related to the food supply for the development and sustenance of the individual and/or its offspring.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Feeding,/Dataset/TaxonRecord/NaturalHistory/Feeding,,,"Filtrado. Son la clase no un elemento, deberiamos mantenerlo o lo reemplaza la descripción general de la categoría? si semantiene deberia terminar en type. MM este se va.",,plic,plic,http://rs.tdwg.org/plic/terms/,
1136,plic: terms,49,Hierarchy,Hierarchy,Hierarchical categories. Modified from Linnean Core.,,Option: fill all or principal ranks and optionally provide keys.,http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,/Dataset/TaxonRecord/NomenclatureAndClassification/Hierarchy,,,Filtrado: MM creo que se debe filtar.,,plic,plic,http://rs.tdwg.org/plic/terms/,
139,plic: terms,94,Synonyms,synonyms,Different names for this taxon.,,,http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,/Dataset/TaxonRecord/NomenclatureAndClassification/Synonyms,,,"Filtrado (se elimina porque se mantienen las hojas, como por ej. SynonymsUnstructured)",,plic,plic,http://rs.tdwg.org/plic/terms/,
1140,plic: terms,85,PopulationBiologyAtomized,atomized population biology,Population biology data in structured form.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized,,,Filtrado. Todas las hojas que incluye son de Plic. Revisado 29.11.22,,plic,plic,http://rs.tdwg.org/plic/terms/,
1161,plic: terms,59,language,Language,"The language of the taxon record, according to ISO 639.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Metadata,/Dataset/AncillaryData/language|/Dataset/Metadata/dataset/language|/Dataset/TaxonRecord/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/DirectThreats/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/DirectThreats/DirectThreatAtomized/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/Legislation/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/Legislation/LegislationAtomized/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/Legislation/LegislationAtomized/AppliesTo/DistributionScope/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/AbundanceData/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/AverageDensity/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/BirthRate/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/CarryingCapacity/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/DensityData/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/DescriptionLifeStages/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/Emigration/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/Fecundity/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/Immigration/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/MortalityRate/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/NumberIndividualsPerObservation/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/PatternDistribution/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/PopulationGrowthRate/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/PopulationTrend/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/ProportionIndividualsPerStageLife/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/Recruitment/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/SexRatio/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/PopulationBiology/PopulationBiologyAtomized/Size/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/Territory/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/Territory/TerritoryAtomized/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/Territory/TerritoryAtomized/AreaOfOccupancy/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/Territory/TerritoryAtomized/ExtentOfOccurrence/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/ThreatStatus/AncillaryData/language|/Dataset/TaxonRecord/DemographyAndThreat/ThreatStatus/ThreatStatusAtomized/AppliesTo/DistributionScope/AncillaryData/language|/Dataset/TaxonRecord/HabitatAndDistribution/AncillaryData/language|/Dataset/TaxonRecord/HabitatAndDistribution/Distribution/DistributionScope/AncillaryData/language|/Dataset/TaxonRecord/HabitatAndDistribution/Endemic/AncillaryData/language|/Dataset/TaxonRecord/HabitatAndDistribution/Endemic/EndemicAtomized/AncillaryData/language|/Dataset/TaxonRecord/HabitatAndDistribution/Habitats/AncillaryData/language|/Dataset/TaxonRecord/HabitatAndDistribution/Habitats/HabitatAtomized/AncillaryData/language|/Dataset/TaxonRecord/Invasiveness/AncillaryData/language|/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/AncillaryData/language|/Dataset/TaxonRecord/Invasiveness/InvasivenessAtomized/language|/Dataset/TaxonRecord/NaturalHistory/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/AnnualCycles/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/AnnualCycles/AnnualCycleAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Behavior/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Behavior/BehaviorAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Dispersal/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Dispersal/DispersalAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/EcologicalSignificance/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/EcologicalSignificance/EcologicalSignificanceAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/EnvironmentalEnvelope/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/EnvironmentalEnvelope/EnvironmentalEnvelopeAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Feeding/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Feeding/FeedingAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Interactions/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Interactions/InteractionAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/LifeCycle/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/LifeCycle/LifeCycleAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/LifeForm/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/LifeForm/LifeFormAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Migratory/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Migratory/MigratoryAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/MiscDetails/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/MiscDetails/DetailAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/MolecularData/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/MolecularData/MolecularDataAtomized/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Reproduction/AncillaryData/language|/Dataset/TaxonRecord/NaturalHistory/Reproduction/ReproductionAtomized/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/CommonNames/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/CommonNames/CommonNamesAtomized/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/CommonNames/CommonNamesAtomized/Language|/Dataset/TaxonRecord/NomenclatureAndClassification/CommonNames/CommonNamesAtomized/UsedIn/DistributionScope/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/Hierarchy/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/MiscDetails/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/MiscDetails/DetailAtomized/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/Synonyms/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/Synonyms/SynonymsAtomized/AncillaryData/language|/Dataset/TaxonRecord/NomenclatureAndClassification/TaxonRecordName/AncillaryData/language|/Dataset/TaxonRecord/RecordMetadata/Language|/Dataset/TaxonRecord/TaxonomicDescription/AncillaryData/language|/Dataset/TaxonRecord/TaxonomicDescription/FullDescription/AncillaryData/language|/Dataset/TaxonRecord/TaxonomicDescription/FullDescription/FullDescriptionAtomized/AncillaryData/language|/Dataset/TaxonRecord/TaxonomicDescription/IdentificationKeys/AncillaryData/language|/Dataset/TaxonRecord/UsesManagementAndConservation/AncillaryData/language|/Dataset/TaxonRecord/UsesManagementAndConservation/ManagementAndConservation/AncillaryData/language|/Dataset/TaxonRecord/UsesManagementAndConservation/ManagementAndConservation/ManagementAndConservationAtomized/AncillaryData/language|/Dataset/TaxonRecord/UsesManagementAndConservation/Uses/AncillaryData/language|/Dataset/TaxonRecord/UsesManagementAndConservation/Uses/UsesAtomized/AncillaryData/language,,,Filtrado. ,,plic,plic,http://rs.tdwg.org/plic/terms/,
1167,plic: terms,0,synonymsAtomizedType,synonyms Atomized Type,Type for atomized synonyms.,,"Los ""Type"" los eliminamos ¿no? (FP)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,Filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
1172,plic: terms,96,targetAudiences,target audiences,"Type of sequence of sequences of zero or more Atomized and Unstructured synonyms, each one with their optional ancillary data.","Biodiversity researchers, teachers and students, decision makers, professionals from another areas and general public.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,/Dataset/TaxonRecord/RecordMetadata/TargetAudiences,,,Filtrado,,plic,plic,http://rs.tdwg.org/plic/terms/,
